pair_id,H_j,d_fr_target,n_probes
0,1.3329843088732256,0.28476476669311523,30
3,2.0621858557065327,0.24866411089897156,30
8,1.0761240387704067,0.304177463054657,30
9,2.112347545226415,0.263450562953949,30
