washout_type,d_fr_target,H_mean,H_std
formatting,0.28476476669311523,1.400952734053135,0.46799984466435995
narrative,0.4717264473438263,1.5047264471650124,0.5916416709342364
technical,0.4421461522579193,1.7564919963479042,0.6539487547582352
